zipcode,mean_household_income
10511,126919
10578,204485
10703,85474
10543,188792
10527,191959
10504,249291
10547,105750
10528,313565
14549,57022
14507,53671
12143,73708
12084,108210
14707,46175
14822,55463
14754,49784
14744,50232
14060,50232
13902,82933
13787,55373
13778,57255
13736,55941
13794,59470
14748,58157
14042,48100
14101,46735
14747,50276
13021,51826
13092,62973
13064,51667
14701,53721
14736,49185
14784,55969
14787,47371
14742,64153
14063,55662
14901,56191
14861,56191
13815,55271
13841,57255
12935,51852
12962,64723
12929,62576
12125,74235
12062,75404
12106,74780
12583,94755
12503,85130
12516,105086
12130,87645
12024,113442
13774,51444
12093,55839
13751,52042
12578,113790
12507,78493
14215,42465
14043,49162
14170,102293
14226,80147
14207,38640
14085,100215
14202,23373
14033,82121
14031,97141
14068,94088
14112,83629
12987,73494
12975,61762
12913,59039
12976,59039
12134,63181
12418,56117
12442,43167
12444,58064
13361,57381
13431,57188
13491,60975
13643,53268
13616,54878
13618,66727
13608,53590
11235,61511
11205,66636
13433,46585
13368,46585
14480,69219
14510,67069
14517,52514
14472,76882
14423,61144
13032,54222
14608,55128
14612,74205
14623,51352
14622,70840
14506,138539
14519,83812
14619,49972
14564,110672
12069,63264
12177,61636
11568,343032
11554,95397
11570,192309
11530,183285
11510,102421
11042,222479
11569,160280
10017,161822
10027,35129
10032,41624
10002,115765
10026,54925
10128,128047
10153,348696
10154,132946
10165,151405
14094,57509
14120,75556
14304,49559
13303,54128
13328,62608
13054,61232
13112,74526
13224,93760
13202,26146
13084,72408
13108,75213
13110,68479
13039,71374
13214,93760
14504,53635
14456,77063
14537,57507
10992,86302
12520,101519
10924,105313
12550,87710
10953,101519
10915,94400
10996,126289
10975,125222
13142,58653
13144,49017
13167,56830
13861,55502
12064,51210
13342,56849
11422,85318
11373,60893
11372,64291
11421,67551
11360,79812
11436,54091
11432,89700
11428,105690
12144,74154
10301,103298
10305,67220
10310,67398
10901,128383
13660,56445
12965,49439
13613,49190
13670,45455
13635,49270
13666,45455
12188,73038
12302,82076
12187,55839
14841,61912
13146,52209
14433,49684
14588,63882
14823,55753
14879,55514
14858,61589
11716,116464
11702,113300
11701,73964
11962,163919
11755,110544
11725,124347
11937,97588
11740,96682
11794,51569
12742,51939
12763,59013
12741,68641
12722,69905
14854,76628
12561,115244
12466,73426
12404,61168
12429,84729
12471,84729
12515,93314
12449,65106
12411,68208
12860,67412
12844,60346
12887,50088
12841,52870
12849,52388
12838,67959
14589,86439
10522,142257
10530,140683
10598,140764
10590,164343
10605,123046
14113,67469
14550,51868
12159,116539
12189,46996
12309,139977
12208,85708
12059,69778
12193,71046
14880,51605
14711,54983
14709,50815
14739,53382
14714,54983
10468,40924
10462,52844
10465,42036
13905,74311
13777,55869
13744,65756
13813,55373
13795,62484
14138,52744
14755,50345
14731,55473
13152,95254
13033,61657
13143,50893
13045,63002
13071,63455
14722,54874
14775,49185
14062,49192
14732,50276
14816,78675
14830,87950
14838,52952
14894,64804
13733,56629
13832,58419
13485,51114
13809,52059
12952,51852
12920,52305
12911,49780
12521,95595
12513,78372
12526,77054
13087,63697
13863,58237
13158,59158
12406,61222
13731,57563
13757,58360
13786,52042
12508,94477
12574,85640
14006,53966
14072,100315
14221,92335
14220,57081
14055,76614
12997,60330
12956,51922
12926,52305
12986,54462
12939,59039
12078,61469
12117,54786
13452,47575
14482,58223
12496,53489
12414,62658
12424,58064
13304,77396
13472,56310
13350,43415
13475,57381
11211,61326
11209,88295
11220,41606
11425,73553
13471,50358
13343,57084
13648,51870
14560,61554
14592,55093
14471,61554
13122,114012
13355,51114
13425,62608
14605,29970
14468,59807
14514,78277
12066,71176
11791,136494
11753,189362
11096,78997
11561,101976
11765,285080
11732,151023
10040,46939
10018,89064
10022,187881
10023,222995
10036,79735
10115,153880
10174,146412
10279,343270
14302,35098
13308,59595
13477,64001
13417,50438
13319,100806
13088,61156
14561,68125
14425,62144
10958,107265
10987,125222
10998,95411
10932,84642
14477,67916
13044,58805
13315,56849
13450,68813
11434,51887
11378,58775
11005,101012
11109,151032
12138,59387
12028,70356
12061,116382
12018,80008
10303,56982
10920,106066
13662,44866
13654,50934
13678,53910
12927,45455
12074,88709
12020,78353
12065,101972
12148,109058
12884,53326
12835,56237
12150,70549
12076,60399
12149,53079
12071,55839
14818,61912
14541,63882
14820,48917
14873,49342
14808,57449
11749,91564
11742,107588
11704,75031
11703,86553
11757,106750
11977,133095
11946,69254
11932,163919
11778,84444
11733,225508
11973,80642
11952,102127
11719,101189
12750,66185
12764,66545
12778,66187
12766,55568
13845,52461
13062,90094
13102,60680
12443,90776
12433,78656
12446,61168
12477,72365
12420,61594
12409,90821
12461,82596
12837,50088
10596,100937
10583,492639
10566,37737
10604,357228
10805,54376
10705,107134
10594,122012
14039,67976
14130,52729
12077,71325
12045,73708
12046,73708
12304,51065
12203,78924
12147,67899
12120,67899
14803,58596
14735,50815
14715,49784
14807,56024
14717,54983
14884,55463
14065,56051
14774,49784
10461,76538
10451,41461
10471,130876
13835,55941
13790,59981
13802,59981
13746,54625
13730,50229
14171,50787
14778,49607
14141,61558
14788,52492
13026,63455
13160,65537
13147,74269
14710,56007
14718,53648
14136,55988
14845,62503
14871,64804
13801,58419
13411,56849
12912,62576
12933,51852
13856,50939
12421,57691
12430,58064
13849,49531
13752,57563
13804,47919
13825,55502
12468,53489
12590,111352
12564,134723
12572,111504
14091,67004
14004,58342
14150,54749
14224,59311
14204,24457
14210,51610
14069,82121
14223,63554
14217,57308
14037,65747
14013,57719
14169,63360
12872,51014
12977,61953
12964,59227
12928,62560
13655,47623
12914,49133
12970,59039
12086,80981
14005,63675
14591,67976
12124,69468
12864,54637
13338,56310
13406,57188
13322,60975
13638,63296
13622,66727
13619,51594
13636,51553
13679,53590
13641,61568
13692,61568
11223,45141
11221,45462
11203,52486
11229,83157
11222,73239
11212,48716
11207,49551
11237,51960
11228,96719
13325,49517
13309,55534
14487,69219
14572,54757
14481,67069
14486,55093
13134,62185
13484,65192
14621,41580
14526,103909
14614,27227
14616,48090
14476,67916
12072,65909
12166,65909
11803,127188
11801,100346
11797,169886
11580,81117
11566,100815
11709,117986
11021,99188
11023,120844
11547,134078
11509,149931
10013,331882
10029,51744
10021,161008
10014,191590
10006,156777
10020,147597
10278,143247
10280,213273
10172,146412
10103,147597
10110,79289
14301,22940
14008,54452
13318,52064
13490,73551
13461,65738
13206,37770
13078,72408
13031,84932
13057,81805
13290,57934
14513,57151
10918,121692
10941,90684
10990,87525
12518,101519
12553,97575
10917,122912
12586,82700
10922,80086
13076,65285
13103,65285
13115,88825
13807,60273
13810,56849
12197,51210
13859,49531
13415,56849
10537,93675
11429,71102
11362,89635
11368,75533
11412,80352
11414,107624
11413,79432
11416,66288
12182,75139
12094,70356
12180,81179
12063,75227
12057,50891
10314,84319
10968,129292
10965,163052
10952,64970
10980,137298
10989,106277
10927,73622
13669,59577
13614,61948
13681,50934
12859,71533
12866,126084
12027,82251
12170,80929
12307,40232
12008,80920
14840,58805
14869,49451
13165,49869
14521,49051
14855,47957
14874,54272
11720,99561
11722,74400
11705,123026
11767,117178
11947,89576
11970,89576
11726,79890
11963,146661
11968,109371
11976,163919
11764,113695
11768,147049
11790,129703
11721,142704
11747,129317
12759,48328
12748,66185
12768,52299
12765,63495
12777,76836
12738,59013
12791,55568
12762,66187
12781,73118
13734,52461
14853,254072
12493,84729
12410,58541
12475,73328
12472,68208
12489,61594
12432,76379
12481,82596
12490,72365
12457,90821
12885,53242
12845,70950
12801,56753
12861,52870
12823,69333
14542,58979
14555,62782
10591,254304
10502,156104
10607,104671
10506,285963
10549,118364
10595,111414
10576,345550
10589,114875
10550,41989
10801,103168
10803,253261
10577,357228
10545,152225
14066,51868
14441,69147
12067,103359
12211,137258
12206,47351
12007,73708
12183,57344
12083,53295
12041,103359
12161,104262
14813,46201
14895,48946
14897,48946
14721,49784
14877,47957
10467,13273
10458,25743
10472,46044
13903,91658
13901,63301
13904,62484
13803,64600
13833,56123
13865,58083
13748,61391
14753,49607
14737,46735
14738,59777
14009,54705
13111,51667
13034,65537
13077,63697
13027,69221
13024,35098
14767,56007
14889,52952
13830,57780
13460,59830
13040,58237
13843,55833
12992,61203
12972,68501
12901,82961
12959,48489
12060,98704
12534,78372
12172,61285
12173,70809
12174,70809
13141,63697
13775,59176
13788,53369
13839,56434
13838,56434
12459,53354
12760,51444
12155,51210
13806,58360
12758,67247
12585,99885
12501,69973
12592,69973
14001,65412
14057,74871
14216,49703
14222,69666
14052,102293
14025,70167
14201,23464
14209,57446
14102,81597
12983,53800
12836,67412
12942,59227
12853,47583
12936,62932
12941,73494
12916,50941
12095,74447
14011,58161
12413,73245
12427,43167
12470,50469
12847,66329
13353,69705
12139,69705
13438,60298
13456,68809
13602,35997
13603,35997
13607,52637
13615,61731
13650,67757
13651,67757
13665,51870
11204,62870
11216,54972
11219,45345
11208,24732
11233,61510
11217,96492
11225,52748
13489,49517
13327,53684
13404,53968
14414,72235
13163,61267
14613,38239
14428,69778
14617,85147
14502,65374
14445,53883
14604,27227
14511,68537
14625,77338
14464,60356
14620,42023
11596,104071
11735,103112
11783,118983
11516,114750
11563,111793
11557,294985
11575,73578
11520,67616
11572,108508
11710,107440
11804,133623
11050,115283
11514,93244
11548,400094
11556,83013
10035,54055
10016,158969
10012,166438
10024,157829
10119,141403
10167,146412
10170,146412
14174,61974
13323,81384
13501,72706
13363,54128
13123,59595
13495,46476
13212,54490
13207,49700
13209,84932
13164,74526
13029,72498
14469,83638
10916,117292
12543,97575
10973,100708
10930,119561
14098,53618
13131,55178
13326,68813
13796,55502
13834,56152
13776,55833
12036,53079
11354,62935
11419,74929
11374,53986
11427,76525
11377,67525
11106,83630
11361,79677
11365,83724
11364,76713
12090,61939
10311,84319
10976,108530
10913,116811
10977,72799
10954,77970
10931,177072
10970,177072
13664,61948
13696,49190
13695,45455
12019,82251
12822,57922
12828,48138
12803,55821
12305,43803
12131,55839
14805,49451
14870,81437
13148,62095
14809,52197
14819,48917
11713,63713
11706,73556
11795,106047
11718,73556
11792,108377
11949,95320
11931,89576
11798,93798
11965,93974
11972,133095
11772,87071
11786,135288
11766,190110
12770,62473
12719,69302
12775,76836
12723,66185
12732,69302
12736,68641
14883,53801
14881,65783
12487,84729
12456,73654
12435,58208
12548,73930
12419,68208
12810,61832
12824,66466
12817,55250
12874,67412
12862,47583
12814,66466
12834,69333
12865,60189
14516,58906
10520,195457
10708,179528
10507,130033
10560,215121
10526,218304
10553,65206
10552,78493
10573,107093
10501,191959
10532,123549
14427,57022
14167,61881
14527,80127
12209,56849
12087,69468
12306,70549
12157,71176
14802,58596
14708,46175
14843,43626
14727,53382
14846,52514
10460,23617
10456,28822
10452,40440
10469,68928
10475,56894
13850,83729
13862,57481
13826,58083
14726,52744
14772,50032
14743,46557
14729,50787
13140,53643
13080,67855
13126,63653
14724,48073
14782,53648
14740,54858
14135,61887
14750,69985
14872,62503
14824,49451
13464,58419
13052,58419
12910,48489
12981,62576
12978,62576
12955,51852
12918,62576
12029,98704
12565,78372
13053,68582
12455,53354
13755,47225
12776,47225
13820,63424
13740,53369
12465,61222
12569,96611
12522,70158
14213,28838
14212,33281
14214,37530
14026,88525
14134,76614
14228,69284
14139,63360
14032,94230
14059,88269
12932,59227
12946,61953
12870,51014
12851,52968
12857,51014
12998,51922
12855,52968
12943,59227
12961,51922
12808,67412
12989,59039
12969,58443
12032,69705
12010,44149
14058,59171
14416,64934
14054,67139
14105,69240
12439,53489
12436,43167
12452,58064
12451,73245
12473,50469
12482,60104
12190,63181
12164,69705
13439,50568
13407,57790
13357,60975
13367,53684
13454,55774
13502,66250
13413,89066
13612,63296
13601,32728
13659,51553
13626,55090
13691,53590
13661,51553
13682,73066
11231,56029
11236,63042
13620,51870
14437,58341
14435,67197
14454,72235
14462,67069
13408,65192
13409,62185
13030,60667
13037,70389
13104,106387
13314,51114
13480,59275
14420,56331
14615,43891
14610,131545
13317,54560
11714,93576
11545,298544
11550,55813
11552,109360
11518,109090
11558,123063
11579,127007
10199,112975
10019,105754
10007,343270
10152,132946
10282,226996
10162,116427
10171,146412
14092,46710
14131,68202
14109,61663
14108,66096
13313,52064
13354,63788
13494,49446
13492,84189
13203,30131
13063,81348
13060,67855
13116,66750
13051,106387
14512,57027
14424,96719
10940,84642
10921,99719
10926,122912
12575,97575
12771,97196
10910,125222
12780,56946
12729,56946
10933,95411
12542,81428
14103,46036
14571,53618
14479,57391
13302,55178
13468,68813
13335,56849
10579,93675
11385,57860
11433,71863
11356,61985
11375,83690
11104,59514
11351,62935
12118,105116
12153,80008
12123,75227
12198,88844
12196,88793
10304,128676
10309,85355
10307,127015
10962,116811
10964,108530
10984,123510
10974,98776
13687,56181
13652,49270
13623,55569
12308,59162
12056,80973
14891,50188
14815,51445
14878,67353
14847,63361
14801,48917
14810,51208
14885,47957
11763,91315
11961,80530
11776,98615
11727,107680
11770,128907
11933,67104
11960,103774
11715,99009
11935,102650
11746,202750
11934,98929
11743,157277
11724,187828
11940,131662
11738,81602
11975,168338
12751,51939
12790,73118
12745,66185
12726,67389
12752,67389
12749,48556
12787,59980
14850,56027
13068,60680
12547,81428
12525,100451
12417,73426
12886,47583
12878,61832
12819,52870
14551,51565
14568,75167
10709,86853
10523,83137
10533,199102
10510,321428
10505,134536
10704,84378
10701,72707
10538,231133
10514,307358
10601,80932
14530,49178
14082,67469
14842,69147
12158,104262
12054,108706
12204,93037
12303,108210
12210,32479
12186,116539
12469,67899
14770,49784
14024,52729
10466,78739
10459,28807
10453,33723
10474,35064
13760,75235
13754,50410
14070,56133
14760,53850
14783,41695
14129,56133
14779,49607
14030,76614
14168,56133
13156,51667
13166,61657
13113,61657
13117,59621
14723,53648
14712,54858
14720,62999
14752,55662
14716,52747
14903,92826
14812,51445
13124,58419
12944,61762
12985,62576
12921,61203
12923,51852
12903,52966
12571,84356
12517,105086
12530,78372
12195,74235
12165,96306
12474,57691
13753,60473
13783,51444
13846,59176
13847,47919
12512,92061
12582,110277
12581,87370
12514,87370
12594,70158
12570,98906
12527,72946
12604,80618
14206,51708
14211,30767
14075,83664
12883,50072
12858,51014
12953,55762
12917,52305
12070,80981
13470,47575
13339,54314
14036,57719
14040,63675
12431,53295
12058,65590
12407,53489
12015,64257
12405,50469
12454,53489
12842,54637
12812,54637
13365,55774
13324,58198
13606,64321
13656,54878
13624,61568
11214,49760
11201,65614
11218,57309
13437,49017
13312,46585
14466,61554
14533,55093
14539,55093
13035,114012
13310,65192
14580,55724
14450,91815
14611,33467
14626,51450
14559,80653
14618,79680
14543,94331
13459,63500
13320,68813
11501,80075
11001,118415
11756,102920
11565,130068
11030,218128
10034,65353
10038,92500
10033,51861
10001,112975
10003,152997
10111,147597
10069,98358
10010,138884
10168,156797
13469,74118
13476,64001
13486,69389
13424,70398
13042,59595
13321,80661
13352,77396
13362,62608
13208,45107
13138,106387
14532,73604
14489,57151
10950,123948
12549,82700
10963,86709
10928,126289
10925,87065
10919,90684
12721,69905
10985,94400
12785,73118
14411,62923
13069,64075
13348,75166
12116,51210
13488,55950
10516,134430
12563,107485
11379,95484
11367,72113
11435,46907
11692,81019
11103,65770
11102,60547
11369,44792
11363,142496
12033,91427
12185,70356
12052,69189
12140,78198
12040,62944
10308,101740
10956,124396
13625,56181
13658,56189
12922,45455
13639,45455
12967,49439
13690,45455
13677,60254
13647,56181
12850,60906
12863,63812
12092,71176
14826,57449
14827,81437
11784,83423
11796,97182
11964,93974
11959,106771
11780,223161
11958,102650
11980,98850
11951,70716
12789,50656
12788,48328
12747,48328
12701,37072
12754,52299
12734,48556
12786,66187
12769,73118
12792,69302
12483,58208
12458,61654
13732,81975
14817,65783
12498,87878
12401,73328
12428,58208
12486,70224
12494,82596
12816,67643
10567,148160
10707,184718
10603,129973
10548,100937
10517,84220
10606,82819
10580,214049
10518,226377
10570,151468
10597,226377
10503,199102
10535,130341
14569,51696
14478,80127
14415,50484
45830,63436
45877,63075
44859,56215
44851,55931
44843,72103
44057,66344
44082,54287
44062,55561
45761,42959
45766,58109
45776,46823
45742,64600
45884,73526
45865,76199
45845,64534
43947,50838
43950,58157
43747,52641
43972,58157
43983,47201
43934,35290
45154,54677
45118,64355
45168,57207
45241,56641
45062,72319
44651,52571
43945,47041
44644,71357
44656,54275
44675,48234
44688,57207
43903,41198
44621,48714
44427,52571
45506,39843
45505,60114
45349,68145
45122,58658
45145,69047
45159,49997
44441,65277
44460,46051
44609,44497
44490,58115
44105,31249
44140,124444
44125,49279
44146,41934
44126,79224
45332,58356
43519,62611
43517,58492
43035,116484
44889,56807
43085,78846
43119,59570
43231,59921
43227,35918
43223,47743
43558,64977
45685,45303
45686,47980
44024,61868
44231,54653
44491,49601
45432,79608
45434,78894
45212,55445
45204,46578
45233,92957
45216,38642
45232,18115
45889,65826
45890,63172
44830,43515
44804,96109
44817,56192
45856,56128
44683,36298
45612,46932
45132,56231
43111,44788
44687,49843
44624,56266
44661,57576
44611,57576
44690,49843
45613,43393
43028,52178
43014,52178
44095,61557
45659,50283
43830,59928
43746,60320
43324,60112
44052,33912
44035,33371
44028,83963
44012,106638
44049,69818
44275,60640
43537,60785
43614,63966
43605,34482
43528,136735
43162,67580
44406,106164
44449,44497
44452,65316
44505,17993
44510,22376
43315,50099
43322,57379
44281,74702
44273,66865
45883,71557
45359,65502
43754,38489
45402,39646
45426,52559
45377,85159
45416,44691
45005,72977
43771,46115
43767,62013
43432,68901
43116,75386
44260,73570
44278,77292
44265,65792
45321,51821
45617,56069
44867,53856
44853,64079
45333,62566
45336,62826
45363,62566
44306,31480
44305,50833
44286,111676
44470,61587
44402,57934
44622,59988
43077,88057
45863,58609
45714,64397
45768,46705
43554,52366
43518,57226
43541,61544
43323,54952
45684,37550
45144,31475
45809,54349
44076,55658
44048,54287
44099,55658
44064,63398
45732,43596
45780,36708
43942,47052
45107,47954
45130,52713
45120,56798
45053,76952
43988,55848
44695,48234
43072,56076
45389,56076
43318,59083
43060,63289
45316,72223
45157,58398
45255,85373
45177,52859
45164,80262
45135,56231
45113,60416
45068,69350
44634,63826
43832,37354
44654,61400
44849,54952
44113,20481
44114,68472
44144,45026
44070,55062
44133,70269
44130,52997
44138,87528
45382,51821
45351,66622
45347,56080
43506,65773
45821,58881
43527,62477
43016,92350
43102,60604
43046,58750
43143,78732
43219,51671
43220,168855
43064,72037
43502,57611
43521,58473
45658,45513
45674,45513
44046,76840
44060,59512
45430,82769
45307,87759
45458,109912
43778,53988
43773,53655
43780,52468
45251,86247
45248,104624
45215,41450
45237,163779
45240,55136
45843,49830
43316,47800
45816,65826
45812,54185
44693,43263
43522,79931
43523,55534
43152,52995
43135,52995
45654,45581
45622,45581
43158,49928
44681,57301
44689,49843
45619,56649
45696,54075
45682,47278
43319,71073
43358,61642
44253,76697
43615,45045
43445,68901
44442,70500
44515,65839
44437,64894
44254,46730
44203,53249
44270,39828
44274,112639
45771,42225
45822,47492
45860,71557
45356,55650
45439,37462
45419,95919
45381,60859
43787,38234
43317,58188
43842,58717
45827,69970
43764,45470
43748,44047
43103,54992
45690,45643
45624,42026
44272,74282
44312,51610
45338,57342
45330,56676
45853,69656
44906,59714
45647,45581
43431,54951
44836,62302
43457,55899
44844,61762
44706,51438
44708,71379
44707,53705
44721,73409
44669,54116
44670,54116
44652,73409
44087,54402
44430,53546
44485,40560
44403,51276
45032,81019
45773,46705
44645,57719
43531,52366
43450,74563
43463,65572
45618,53003
45850,61321
45854,66039
44903,27920
44842,47985
44866,56942
44235,60640
44840,54913
44004,37685
44041,47955
45711,42959
45782,43596
45723,49497
45735,53056
45710,39687
45870,66650
45819,76840
43905,56082
45121,45905
45176,60211
45106,74827
45101,42868
45133,51077
45148,63919
45050,74150
45003,63667
44657,52184
44607,52571
43009,86810
45365,39068
45504,51329
45369,68982
45102,64342
45158,65316
45335,58878
43920,65277
44455,65277
44881,58758
44865,53005
44856,58758
44110,40531
44109,31348
44117,42010
44101,12721
44131,85729
44040,202514
45337,61586
45309,60488
43512,64616
43526,58885
43545,57038
43065,117388
44847,54878
44816,64440
43204,37048
43235,161340
43210,27772
43126,70675
43567,59444
43557,57981
45656,48883
45688,40758
45433,72554
45431,71405
43725,49740
43722,42800
43723,43594
45229,38399
45205,32152
45238,61481
45211,50004
45218,62184
45814,63172
43332,57379
43974,50077
45155,51843
44850,44662
43964,55676
43963,48019
43970,42806
44081,73705
45669,56558
43008,40785
43739,64970
44090,59550
44280,90671
43547,77602
43151,59554
44512,51854
44429,66232
44412,66945
44502,32284
44481,36235
44504,38384
44444,70012
45882,50640
45828,57745
43788,52468
45345,63444
43779,52468
43717,49070
43468,77394
43408,77394
43440,59088
45873,47281
45886,58069
45855,58069
45832,63763
45648,55915
44255,67468
45876,69970
44907,46009
43101,71852
45673,47036
44883,41179
44861,62302
45353,60415
44612,52572
44703,39092
44705,31401
44718,48511
44666,72717
44304,23711
44250,51610
44303,57999
44319,79890
44067,85174
44262,81731
44484,62189
44410,62685
45899,47200
45695,37079
45750,50093
44276,85820
43619,66764
43465,45442
43551,53497
43569,61544
43565,79931
43403,19537
45679,49027
45804,47821
44878,62397
44030,54287
44086,58888
45778,42959
45888,66650
43718,50838
43927,47201
43985,47201
43357,60853
43084,63289
45503,48563
45324,84861
45153,56798
45103,85006
45147,149913
45160,72965
45169,49966
45146,63919
44413,55741
43968,51438
44443,70500
43749,48176
43840,52147
43804,57058
44882,61762
44818,49646
44136,101095
44108,35043
44123,37832
45331,44067
45358,59616
45813,51413
45831,64641
43240,91611
43011,68133
43031,73611
43344,65738
43342,65919
43040,89213
44814,64440
44824,61865
44846,86149
43150,59020
43105,99910
43154,60604
43081,83446
43224,40528
43214,84263
43209,78156
43212,42159
43213,61878
43540,60399
43533,65336
45614,56953
44026,78184
44234,73443
44080,59181
45385,64007
45370,82208
45305,77016
43733,43594
45033,36236
45051,76637
45868,64525
43516,53046
43340,58518
43310,54185
43138,43535
44627,59384
45692,38927
45672,56713
43953,50646
43022,53661
44822,57640
44045,47697
43025,82045
43071,58866
43760,64970
43360,71073
44050,73660
44039,80214
44256,75248
43604,31344
43620,29649
43566,87844
43616,69419
43029,62744
44451,65492
44672,46082
45760,39687
45741,39687
45371,49448
45339,65502
43946,45109
43786,42590
45315,79852
43756,62403
43731,41317
43735,60320
43452,53413
43430,68281
43458,68901
43416,68901
45880,58069
45849,47281
45671,38555
44288,46244
44201,56772
45311,47311
45320,91943
45864,64641
44901,56266
43410,52368
45636,47350
45340,67589
44613,55445
44702,20895
44647,53417
44641,57072
44308,25961
44311,22952
44320,35081
44223,75980
44420,75554
44483,46711
44663,61708
44653,41607
44671,54275
45698,37079
45065,79734
45036,63424
45788,66127
45729,64600
44667,47222
43501,52366
43543,57226
43505,57226
43529,56192
45660,51676
45806,60255
45896,66650
44837,52724
44032,51707
45740,43596
43728,38234
43331,59083
45885,76840
45334,67589
45862,50640
43933,50838
43912,35290
43971,53142
43928,50838
43951,50762
43759,50762
43967,50838
45056,53369
44615,49819
43908,42806
43986,44658
43078,39488
45368,51649
45372,71931
45314,63338
45245,69877
45140,155139
45112,56798
45166,80262
43930,53609
44493,45878
44423,47041
44454,70500
44833,54112
44827,57579
44825,58845
44127,28642
44106,52155
44104,21913
44139,68089
44143,128684
44149,92391
44107,58830
44124,175874
44137,44857
44141,125627
44147,101202
45388,66622
45846,63717
45328,61840
45352,58356
45310,63717
45350,66622
43015,59160
43021,187338
43003,57251
43356,65919
43017,107960
43082,160275
43112,81511
43076,64970
43110,100678
43155,57526
43157,64042
43230,104040
43201,16004
43207,32026
43146,75386
43515,52921
43532,61760
44021,62341
43837,46175
43736,53655
45206,19732
45239,61172
45002,81664
45207,42726
45230,113416
45236,61188
45041,66044
45214,32917
45111,149913
45858,65826
43910,52267
43535,55534
43534,55534
43511,61544
43149,55114
44633,59384
44890,63274
45640,48294
45621,38884
43926,55676
43952,61330
43938,46583
43050,50388
44094,113050
45645,54075
43030,67850
43013,79219
43721,67850
43311,48118
44074,70276
43608,34466
43504,98931
44514,98860
44509,35117
43341,57379
45769,46823
45772,47753
45743,47753
45779,42131
45361,61586
43793,38489
43931,45109
45405,45394
45429,62444
45414,57606
45418,49112
45420,38317
45403,33419
45066,124409
45786,52638
44904,73890
43777,46115
43456,89117
43449,62793
45851,58069
43782,44047
45661,47765
45646,47765
44240,60892
44243,30359
44285,77860
45628,59919
45681,56069
43435,54951
43407,63093
45653,48915
44809,55138
44828,53856
45302,62826
44710,39592
44720,93222
44313,65008
44302,34906
44450,57934
44417,58047
44404,60951
44697,65242
44682,61708
45651,43144
43437,56192
45693,40294
45697,53003
45807,54349
45887,59200
44864,55210
44287,50261
44638,57576
44085,55658
44010,75235
44428,51758
45764,30752
45306,62826
43943,53142
45142,54951
45013,72745
45044,74150
44620,56274
45312,75715
43343,59083
43045,88057
45341,51233
45323,71359
43153,59554
44445,55741
44408,52063
44431,52493
43962,47041
43824,59684
43845,45506
43822,49680
43821,58717
43805,49680
43836,44340
44820,44342
43314,62005
44875,50878
43302,27809
44111,42767
44134,66161
44115,16991
44132,57668
44017,48548
45304,59616
45390,46334
43074,75332
43032,88731
44839,81068
44811,53856
44857,70698
43464,60810
43148,64042
43068,85516
43147,107058
43107,59020
43145,64304
43106,58952
43125,71363
43109,58272
43203,30478
43123,80541
43004,87170
43229,52529
43211,29842
43222,50078
43570,52338
43553,59444
44072,135775
44202,105532
45440,122266
45384,47347
45459,89026
45301,78894
43762,62013
43750,42800
45243,279467
45202,137293
45226,34584
45219,23957
45213,57258
45217,54449
45224,41428
45220,78691
45225,19855
45223,41321
45881,64525
45840,60757
45897,63172
45859,54185
43347,61642
45172,51077
44628,57576
44676,55062
44610,61400
44855,63274
45634,43144
45601,34196
43939,53823
43961,53609
43080,59027
43019,56630
44813,61918
43005,53661
44092,57764
43001,82267
44054,71013
44053,66838
43613,57390
43412,69088
43560,116370
43623,142079
43434,71259
44405,52011
44471,45842
44507,33922
44217,56322
44212,60994
44230,59710
44321,88251
45770,42225
45775,39687
45383,50585
45406,40161
45417,44297
45415,57741
45715,62403
43758,41317
43802,51342
43720,61003
45744,48134
45861,47281
43730,45516
43761,45516
43164,64304
43115,58435
43117,67157
44241,73802
44902,30925
43442,65070
43420,51893
44841,55138
45629,47350
45663,50099
44662,55445
44301,55593
44221,46238
44473,58408
43036,65143
43067,65143
45034,87265
45724,64600
44606,60724
43466,55899
43462,70677
43467,48333
43330,71073
43359,71073
45801,66187
45805,60623
45844,69970
45820,65766
44838,55210
44003,51707
44047,57929
44093,46150
45716,35010
45719,45239
45895,57181
45871,73526
43906,49483
43716,52641
43719,53956
43935,39061
43940,49483
43977,47201
45167,42868
45069,81212
45011,58416
45246,46544
45015,58320
45327,70141
43044,51863
45502,36758
45150,101724
45162,86750
44601,41856
43844,49680
43812,27581
43811,44340
43006,52643
44887,58845
44854,58845
44120,55481
44103,22662
44118,47896
44022,103363
44129,59291
44145,128566
45380,60752
45308,61840
45362,66622
45346,58356
45348,66622
43536,58885
43549,64604
43548,62477
44089,62438
43438,129315
44826,56807
43062,65189
43128,52950
43026,96815
43054,199363
43206,34008
43205,24842
43002,92350
43137,54435
43217,47156
45623,42856
45620,56953
44023,112598
44065,74035
43768,53988
43755,53988
43772,52468
44699,43263
45242,146404
45247,86964
45231,50734
45052,81664
45001,68501
45174,149913
45249,133795
44802,64079
43345,61642
45836,61691
43326,35322
45835,61691
43127,44788
43766,44047
43944,52267
43925,52267
43037,53661
44077,98602
43348,36686
43336,71073
44044,71322
44055,38376
44011,102847
43607,29912
43606,34876
43571,87918
43609,50688
43617,116370
44511,56648
44401,65941
44425,62138
44333,171402
45326,75715
45322,59963
45767,46705
45734,42590
43914,52641
45342,58267
45449,56942
