GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G12524","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12524",,,,,"ZCTA5 12524",,15598,15598,12230,1516,30,1165,7,365,285
"G12525","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12525",,,,,"ZCTA5 12525",,3311,3311,3084,55,12,23,0,70,67
"G12526","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12526",,,,,"ZCTA5 12526",,3686,3686,3532,28,8,29,1,27,61
"G12527","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12527",,,,,"ZCTA5 12527",,147,147,95,20,0,0,0,32,0
"G12528","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12528",,,,,"ZCTA5 12528",,13344,13344,11648,741,30,319,4,264,338
"G12529","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12529",,,,,"ZCTA5 12529",,2859,2859,2772,37,4,12,0,16,18
"G12530","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12530",,,,,"ZCTA5 12530",,124,124,120,1,0,1,0,0,2
"G12531","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12531",,,,,"ZCTA5 12531",,3601,3601,3342,71,3,44,1,92,48
"G12533","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12533",,,,,"ZCTA5 12533",,25307,25307,22109,1000,34,1076,9,573,506
"G12534","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12534",,,,,"ZCTA5 12534",,17867,17867,14032,2247,42,619,7,336,584
"G12538","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12538",,,,,"ZCTA5 12538",,14578,14578,12756,811,21,408,2,259,321
"G12540","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12540",,,,,"ZCTA5 12540",,7802,7802,7118,152,6,291,5,88,142
"G12542","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12542",,,,,"ZCTA5 12542",,5913,5913,5285,253,10,58,0,168,139
"G12543","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12543",,,,,"ZCTA5 12543",,3001,3001,2305,336,16,55,0,172,117
"G12545","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12545",,,,,"ZCTA5 12545",,4763,4763,4348,118,9,82,5,114,87
"G12546","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12546",,,,,"ZCTA5 12546",,3039,3039,2717,75,10,30,1,150,56
"G12547","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12547",,,,,"ZCTA5 12547",,2891,2891,2599,122,9,19,0,93,49
"G12548","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12548",,,,,"ZCTA5 12548",,1494,1494,1280,87,2,20,0,50,55
"G12549","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12549",,,,,"ZCTA5 12549",,10201,10201,9057,511,16,114,0,324,179
"G12550","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12550",,,,,"ZCTA5 12550",,54447,54447,30641,12006,557,1097,38,7814,2294
"G12553","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12553",,,,,"ZCTA5 12553",,24438,24438,18185,2804,57,899,9,1607,877
"G12561","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12561",,,,,"ZCTA5 12561",,18308,18308,15746,914,55,672,5,430,486
"G12563","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12563",,,,,"ZCTA5 12563",,8084,8084,6996,383,16,169,0,345,175
"G12564","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12564",,,,,"ZCTA5 12564",,7338,7338,6432,227,35,175,4,334,131
"G12565","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12565",,,,,"ZCTA5 12565",,1487,1487,1377,27,2,9,0,4,68
"G12566","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12566",,,,,"ZCTA5 12566",,10753,10753,9874,294,22,127,6,190,240
"G12567","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12567",,,,,"ZCTA5 12567",,2854,2854,2674,25,9,22,4,71,49
"G12569","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12569",,,,,"ZCTA5 12569",,9826,9826,9065,280,19,143,3,94,222
"G12570","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12570",,,,,"ZCTA5 12570",,7699,7699,7028,209,12,262,0,58,130
"G12571","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12571",,,,,"ZCTA5 12571",,9918,9918,9284,152,26,179,2,141,134
"G12572","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12572",,,,,"ZCTA5 12572",,9123,9123,8463,240,11,150,4,143,112
"G12574","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12574",,,,,"ZCTA5 12574",,329,329,301,12,0,3,0,2,11
"G12575","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12575",,,,,"ZCTA5 12575",,2258,2258,1988,86,8,28,0,59,89
"G12577","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12577",,,,,"ZCTA5 12577",,2029,2029,1840,92,4,31,0,43,19
"G12578","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12578",,,,,"ZCTA5 12578",,2411,2411,2303,34,4,34,0,15,21
"G12580","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12580",,,,,"ZCTA5 12580",,4402,4402,4047,150,7,29,7,80,82
"G12581","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12581",,,,,"ZCTA5 12581",,2246,2246,2091,51,9,20,1,35,39
"G12582","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12582",,,,,"ZCTA5 12582",,6191,6191,4374,1358,18,122,0,259,60
"G12583","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12583",,,,,"ZCTA5 12583",,2451,2451,2245,37,4,69,4,48,44
"G12585","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12585",,,,,"ZCTA5 12585",,885,885,820,34,0,11,0,6,14
"G12586","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12586",,,,,"ZCTA5 12586",,12540,12540,10518,946,22,203,5,460,386
"G12589","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12589",,,,,"ZCTA5 12589",,17228,17228,14086,1695,38,272,1,788,348
"G12590","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12590",,,,,"ZCTA5 12590",,35102,35102,28676,2285,75,1724,6,1420,916
"G12592","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12592",,,,,"ZCTA5 12592",,1486,1486,1324,95,4,11,0,22,30
"G12594","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12594",,,,,"ZCTA5 12594",,4275,4275,3576,289,6,69,0,224,111
"G12601","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12601",,,,,"ZCTA5 12601",,43398,43398,25369,11556,304,1260,20,3040,1849
"G12603","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12603",,,,,"ZCTA5 12603",,42810,42810,33439,4367,133,2313,15,1266,1277
"G12604","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12604",,,,,"ZCTA5 12604",,586,586,449,29,0,65,0,6,37
"G12701","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12701",,,,,"ZCTA5 12701",,11324,11324,7090,2567,61,214,1,856,535
"G12719","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12719",,,,,"ZCTA5 12719",,1207,1207,1069,75,0,10,0,21,32
"G12720","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12720",,,,,"ZCTA5 12720",,172,172,158,1,0,4,0,8,1
"G12721","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12721",,,,,"ZCTA5 12721",,6627,6627,6020,218,31,62,0,105,191
"G12722","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12722",,,,,"ZCTA5 12722",,158,158,149,0,3,0,0,0,6
"G12723","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12723",,,,,"ZCTA5 12723",,1826,1826,1426,325,8,8,3,39,17
"G12724","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12724",,,,,"ZCTA5 12724",,245,245,223,1,0,5,0,6,10
"G12725","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12725",,,,,"ZCTA5 12725",,277,277,263,3,4,1,0,0,6
"G12726","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12726",,,,,"ZCTA5 12726",,1162,1162,1100,23,5,9,0,12,13
"G12729","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12729",,,,,"ZCTA5 12729",,1874,1874,1671,53,19,26,2,37,66
"G12732","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12732",,,,,"ZCTA5 12732",,786,786,745,14,2,4,0,8,13
"G12733","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12733",,,,,"ZCTA5 12733",,1446,1446,976,351,3,15,0,73,28
"G12734","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12734",,,,,"ZCTA5 12734",,867,867,728,26,4,12,0,77,20
"G12736","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12736",,,,,"ZCTA5 12736",,118,118,113,0,1,2,0,0,2
"G12737","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12737",,,,,"ZCTA5 12737",,1910,1910,1797,26,2,20,0,24,41
"G12738","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12738",,,,,"ZCTA5 12738",,320,320,275,14,7,3,0,7,14
"G12740","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12740",,,,,"ZCTA5 12740",,1886,1886,1788,29,4,7,0,22,36
"G12741","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12741",,,,,"ZCTA5 12741",,351,351,331,8,1,0,0,0,11
"G12742","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12742",,,,,"ZCTA5 12742",,181,181,148,20,0,1,0,8,4
"G12743","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12743",,,,,"ZCTA5 12743",,389,389,367,4,0,4,0,3,11
"G12745","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12745",,,,,"ZCTA5 12745",,178,178,173,0,0,1,0,0,4
"G12746","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12746",,,,,"ZCTA5 12746",,937,937,873,17,6,18,0,1,22
"G12747","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12747",,,,,"ZCTA5 12747",,1714,1714,1446,117,17,27,1,52,54
"G12748","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12748",,,,,"ZCTA5 12748",,2076,2076,1947,30,1,28,0,31,39
"G12749","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12749",,,,,"ZCTA5 12749",,300,300,272,9,0,5,0,12,2
"G12750","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12750",,,,,"ZCTA5 12750",,187,187,182,0,0,1,0,2,2
"G12751","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12751",,,,,"ZCTA5 12751",,1054,1054,864,94,8,4,1,41,42
"G12752","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12752",,,,,"ZCTA5 12752",,242,242,238,2,0,1,0,0,1
"G12754","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12754",,,,,"ZCTA5 12754",,7221,7221,5413,784,47,113,2,602,260
"G12758","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12758",,,,,"ZCTA5 12758",,4042,4042,3703,110,25,53,0,72,79
"G12759","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12759",,,,,"ZCTA5 12759",,1649,1649,1272,192,6,41,0,57,81
"G12760","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12760",,,,,"ZCTA5 12760",,482,482,459,10,0,4,0,0,9
"G12762","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12762",,,,,"ZCTA5 12762",,512,512,441,10,2,4,0,39,16
"G12763","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12763",,,,,"ZCTA5 12763",,942,942,847,31,6,13,0,19,26
"G12764","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12764",,,,,"ZCTA5 12764",,1802,1802,1645,78,6,14,0,19,40
"G12765","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12765",,,,,"ZCTA5 12765",,885,885,851,10,1,7,0,0,16
"G12766","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12766",,,,,"ZCTA5 12766",,437,437,411,7,1,12,0,0,6
"G12767","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12767",,,,,"ZCTA5 12767",,126,126,125,0,0,1,0,0,0
"G12768","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12768",,,,,"ZCTA5 12768",,1131,1131,965,74,2,13,0,44,33
"G12769","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12769",,,,,"ZCTA5 12769",,253,253,229,18,0,1,0,1,4
"G12770","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12770",,,,,"ZCTA5 12770",,296,296,276,9,2,1,1,7,0
"G12771","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12771",,,,,"ZCTA5 12771",,14511,14511,12470,799,89,196,1,392,564
"G12775","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12775",,,,,"ZCTA5 12775",,2297,2297,1913,172,10,105,0,41,56
"G12776","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12776",,,,,"ZCTA5 12776",,2180,2180,2054,28,9,24,3,37,25
"G12777","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12777",,,,,"ZCTA5 12777",,764,764,698,28,3,7,2,14,12
"G12778","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12778",,,,,"ZCTA5 12778",,633,633,586,18,1,10,0,8,10
"G12779","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12779",,,,,"ZCTA5 12779",,2460,2460,1463,386,29,21,8,417,136
"G12780","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12780",,,,,"ZCTA5 12780",,2312,2312,2131,64,5,17,0,36,59
"G12781","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12781",,,,,"ZCTA5 12781",,307,307,282,3,0,8,0,3,11
"G12783","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12783",,,,,"ZCTA5 12783",,1668,1668,1410,129,11,13,0,65,40
"G12784","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12784",,,,,"ZCTA5 12784",,94,94,73,4,0,6,0,9,2
"G12785","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12785",,,,,"ZCTA5 12785",,1024,1024,927,32,2,10,1,23,29
"G12786","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12786",,,,,"ZCTA5 12786",,665,665,594,13,0,6,0,21,31
"G12787","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12787",,,,,"ZCTA5 12787",,452,452,392,24,1,5,0,24,6
"G12788","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12788",,,,,"ZCTA5 12788",,2908,2908,2115,544,8,53,0,125,63
"G12789","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12789",,,,,"ZCTA5 12789",,1838,1838,1397,211,8,24,2,112,84
"G12790","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12790",,,,,"ZCTA5 12790",,4518,4518,4119,165,24,49,0,55,106
"G12791","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12791",,,,,"ZCTA5 12791",,737,737,710,9,0,8,0,5,5
"G12792","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12792",,,,,"ZCTA5 12792",,335,335,308,0,0,6,0,8,13
"G12801","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12801",,,,,"ZCTA5 12801",,14707,14707,13923,260,38,95,0,60,331
"G12803","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12803",,,,,"ZCTA5 12803",,7567,7567,7394,50,12,32,0,23,56
"G12804","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12804",,,,,"ZCTA5 12804",,26540,26540,25664,207,48,246,7,87,281
"G12808","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12808",,,,,"ZCTA5 12808",,306,306,302,0,0,1,0,0,3
"G12809","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12809",,,,,"ZCTA5 12809",,3528,3528,3452,12,4,20,0,3,37
"G12810","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12810",,,,,"ZCTA5 12810",,627,627,603,1,5,3,0,0,15
"G12811","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12811",,,,,"ZCTA5 12811",,127,127,124,0,0,1,0,0,2
"G12812","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12812",,,,,"ZCTA5 12812",,150,150,148,0,0,0,0,0,2
"G12814","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12814",,,,,"ZCTA5 12814",,1574,1574,1536,5,1,6,1,7,18
"G12815","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12815",,,,,"ZCTA5 12815",,871,871,843,5,0,1,0,0,22
"G12816","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12816",,,,,"ZCTA5 12816",,4610,4610,4475,41,5,24,0,4,61
"G12817","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12817",,,,,"ZCTA5 12817",,2274,2274,2225,11,2,5,0,12,19
"G12819","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12819",,,,,"ZCTA5 12819",,403,403,387,4,0,0,0,0,12
"G12821","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12821",,,,,"ZCTA5 12821",,2750,2750,1048,1499,21,14,0,162,6
"G12822","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12822",,,,,"ZCTA5 12822",,6200,6200,5988,28,14,29,4,30,107
"G12823","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12823",,,,,"ZCTA5 12823",,238,238,234,0,0,0,3,0,1
"G12824","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12824",,,,,"ZCTA5 12824",,894,894,875,0,0,4,0,0,15
"G12827","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12827",,,,,"ZCTA5 12827",,3877,3877,3781,10,11,10,0,27,38
"G12828","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12828",,,,,"ZCTA5 12828",,9448,9448,9220,56,17,19,0,43,93
"G12831","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12831",,,,,"ZCTA5 12831",,17416,17416,16472,426,36,161,1,105,215
"G12832","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12832",,,,,"ZCTA5 12832",,7106,7106,6954,34,18,27,0,18,55
"G12833","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12833",,,,,"ZCTA5 12833",,4401,4401,4264,29,5,12,2,18,71
"G12834","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12834",,,,,"ZCTA5 12834",,6594,6594,6400,50,12,32,0,28,72
"G12835","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12835",,,,,"ZCTA5 12835",,2603,2603,2521,30,10,3,0,18,21
"G12836","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12836",,,,,"ZCTA5 12836",,574,574,571,0,1,0,0,0,2
"G12837","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12837",,,,,"ZCTA5 12837",,857,857,839,1,3,7,0,1,6
"G12838","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12838",,,,,"ZCTA5 12838",,608,608,605,0,1,0,0,0,2
"G12839","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12839",,,,,"ZCTA5 12839",,13588,13588,13128,125,26,67,5,45,192
"G12841","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12841",,,,,"ZCTA5 12841",,77,77,76,0,0,0,0,1,0
"G12842","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12842",,,,,"ZCTA5 12842",,1166,1166,1139,8,3,4,0,2,10
"G12843","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12843",,,,,"ZCTA5 12843",,600,600,586,2,3,0,0,0,9
"G12844","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12844",,,,,"ZCTA5 12844",,199,199,193,0,0,2,0,1,3
"G12845","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12845",,,,,"ZCTA5 12845",,4842,4842,4662,66,21,28,0,15,50
"G12846","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12846",,,,,"ZCTA5 12846",,3298,3298,3212,5,8,23,0,7,43
"G12847","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12847",,,,,"ZCTA5 12847",,605,605,582,12,1,3,0,0,7
"G12849","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12849",,,,,"ZCTA5 12849",,385,385,378,0,0,6,0,0,1
"G12850","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12850",,,,,"ZCTA5 12850",,2835,2835,2746,18,2,9,0,4,56
"G12851","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12851",,,,,"ZCTA5 12851",,366,366,353,0,2,2,0,1,8
"G12852","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12852",,,,,"ZCTA5 12852",,436,436,430,0,1,2,0,1,2
"G12853","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12853",,,,,"ZCTA5 12853",,1770,1770,1732,7,3,8,0,8,12
"G12855","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12855",,,,,"ZCTA5 12855",,259,259,256,0,0,1,0,0,2
"G12856","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12856",,,,,"ZCTA5 12856",,187,187,187,0,0,0,0,0,0
"G12857","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12857",,,,,"ZCTA5 12857",,498,498,481,1,2,6,0,0,8
"G12858","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12858",,,,,"ZCTA5 12858",,59,59,59,0,0,0,0,0,0
"G12859","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12859",,,,,"ZCTA5 12859",,2220,2220,2172,14,1,4,0,2,27
"G12860","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12860",,,,,"ZCTA5 12860",,748,748,727,1,0,7,0,0,13
"G12861","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12861",,,,,"ZCTA5 12861",,609,609,604,0,0,0,0,0,5
"G12862","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12862",,,,,"ZCTA5 12862",,17,17,17,0,0,0,0,0,0
"G12863","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12863",,,,,"ZCTA5 12863",,533,533,525,1,0,0,0,3,4
"G12864","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12864",,,,,"ZCTA5 12864",,36,36,35,0,0,0,0,0,1
"G12865","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12865",,,,,"ZCTA5 12865",,3663,3663,3540,48,2,8,3,17,45
"G12866","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12866",,,,,"ZCTA5 12866",,36915,36915,34466,832,74,583,8,204,748
"G12870","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12870",,,,,"ZCTA5 12870",,1509,1509,1451,5,8,7,0,12,26
"G12871","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12871",,,,,"ZCTA5 12871",,4084,4084,3942,33,12,19,1,42,35
"G12872","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12872",,,,,"ZCTA5 12872",,31,31,30,0,1,0,0,0,0
"G12873","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12873",,,,,"ZCTA5 12873",,736,736,708,6,3,1,0,6,12
"G12874","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12874",,,,,"ZCTA5 12874",,142,142,139,0,0,0,0,0,3
"G12878","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12878",,,,,"ZCTA5 12878",,719,719,685,5,2,4,0,1,22
"G12883","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12883",,,,,"ZCTA5 12883",,5025,5025,4880,18,16,47,0,11,53
"G12884","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12884",,,,,"ZCTA5 12884",,486,486,460,0,2,0,0,1,23
"G12885","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12885",,,,,"ZCTA5 12885",,4602,4602,4492,13,10,25,0,11,51
"G12886","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12886",,,,,"ZCTA5 12886",,269,269,265,2,0,0,0,0,2
"G12887","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12887",,,,,"ZCTA5 12887",,4972,4972,4800,20,8,22,2,69,51
"G12901","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12901",,,,,"ZCTA5 12901",,33439,33439,30745,960,137,637,7,275,678
"G12903","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12903",,,,,"ZCTA5 12903",,1217,1217,1145,15,1,32,0,4,20
"G12910","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12910",,,,,"ZCTA5 12910",,2148,2148,1858,246,11,3,1,16,13
"G12911","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12911",,,,,"ZCTA5 12911",,36,36,36,0,0,0,0,0,0
"G12912","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12912",,,,,"ZCTA5 12912",,1998,1998,1962,5,5,0,0,0,26
"G12913","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12913",,,,,"ZCTA5 12913",,1157,1157,1126,0,5,0,0,3,23
"G12914","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12914",,,,,"ZCTA5 12914",,1044,1044,849,6,157,9,0,1,22
"G12916","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12916",,,,,"ZCTA5 12916",,2135,2135,2095,2,20,3,0,0,15
"G12917","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12917",,,,,"ZCTA5 12917",,1403,1403,1361,7,7,5,0,3,20
"G12918","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12918",,,,,"ZCTA5 12918",,2381,2381,2345,2,9,5,0,2,18
