GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008
"G52760","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52760",,,,,"ZCTA5 52760",,533,533,521,0,0,3,0,2,7
"G52761","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52761",,,,,"ZCTA5 52761",,30678,30678,27577,561,127,230,4,1584,595
"G52765","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52765",,,,,"ZCTA5 52765",,453,453,441,7,0,0,0,1,4
"G52766","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52766",,,,,"ZCTA5 52766",,820,820,759,7,1,10,0,36,7
"G52767","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52767",,,,,"ZCTA5 52767",,349,349,338,0,2,0,0,1,8
"G52768","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52768",,,,,"ZCTA5 52768",,1426,1426,1383,7,2,0,0,5,29
"G52769","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52769",,,,,"ZCTA5 52769",,671,671,641,7,3,3,0,3,14
"G52772","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52772",,,,,"ZCTA5 52772",,5029,5029,4925,14,8,19,2,6,55
"G52773","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52773",,,,,"ZCTA5 52773",,2380,2380,2322,7,4,8,0,13,26
"G52774","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52774",,,,,"ZCTA5 52774",,136,136,130,0,0,0,0,0,6
"G52776","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52776",,,,,"ZCTA5 52776",,4947,4947,3814,19,6,87,0,892,129
"G52777","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52777",,,,,"ZCTA5 52777",,1357,1357,1340,5,6,1,0,0,5
"G52778","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52778",,,,,"ZCTA5 52778",,4043,4043,3946,11,1,8,0,28,49
"G52801","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52801",,,,,"ZCTA5 52801",,1122,1122,767,279,9,11,1,21,34
"G52802","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52802",,,,,"ZCTA5 52802",,10868,10868,8579,1019,81,117,7,493,572
"G52803","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52803",,,,,"ZCTA5 52803",,22174,22174,17279,2957,87,307,15,458,1071
"G52804","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52804",,,,,"ZCTA5 52804",,27379,27379,22902,2236,97,695,6,516,927
"G52806","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52806",,,,,"ZCTA5 52806",,27503,27503,22234,3187,79,670,10,399,924
"G52807","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52807",,,,,"ZCTA5 52807",,13470,13470,11343,1115,35,391,7,217,362
"G53001","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53001",,,,,"ZCTA5 53001",,1901,1901,1859,1,2,13,1,5,20
"G53002","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53002",,,,,"ZCTA5 53002",,2299,2299,2250,4,6,9,0,16,14
"G53003","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53003",,,,,"ZCTA5 53003",,141,141,140,0,0,0,0,0,1
"G53004","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53004",,,,,"ZCTA5 53004",,3330,3330,3167,13,11,25,0,87,27
"G53005","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53005",,,,,"ZCTA5 53005",,19425,19425,17662,223,40,1064,10,108,318
"G53006","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53006",,,,,"ZCTA5 53006",,1779,1779,1745,3,11,7,3,3,7
"G53007","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53007",,,,,"ZCTA5 53007",,1841,1841,1698,56,13,23,1,17,33
"G53010","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53010",,,,,"ZCTA5 53010",,7681,7681,7545,16,16,18,0,30,56
"G53011","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53011",,,,,"ZCTA5 53011",,2260,2260,2213,6,4,8,3,7,19
"G53012","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53012",,,,,"ZCTA5 53012",,18097,18097,17544,115,23,209,3,54,149
"G53013","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53013",,,,,"ZCTA5 53013",,3308,3308,3232,6,10,26,0,12,22
"G53014","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53014",,,,,"ZCTA5 53014",,7962,7962,7695,19,32,22,9,95,90
"G53015","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53015",,,,,"ZCTA5 53015",,2609,2609,2493,4,11,28,0,59,14
"G53016","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53016",,,,,"ZCTA5 53016",,384,384,368,1,5,1,0,0,9
"G53017","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53017",,,,,"ZCTA5 53017",,5538,5538,5407,20,15,42,0,23,31
"G53018","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53018",,,,,"ZCTA5 53018",,7899,7899,7409,255,23,99,1,31,81
"G53019","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53019",,,,,"ZCTA5 53019",,2027,2027,1952,3,6,5,0,37,24
"G53020","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53020",,,,,"ZCTA5 53020",,3500,3500,3428,4,12,19,0,17,20
"G53021","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53021",,,,,"ZCTA5 53021",,4709,4709,4588,26,6,14,3,28,44
"G53022","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53022",,,,,"ZCTA5 53022",,18920,18920,17498,428,36,606,0,86,266
"G53023","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53023",,,,,"ZCTA5 53023",,1496,1496,1463,0,7,7,0,8,11
"G53024","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53024",,,,,"ZCTA5 53024",,16579,16579,15880,122,48,244,2,104,179
"G53027","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53027",,,,,"ZCTA5 53027",,22041,22041,21154,132,88,134,7,290,236
"G53029","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53029",,,,,"ZCTA5 53029",,20799,20799,20001,116,59,288,10,95,230
"G53031","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53031",,,,,"ZCTA5 53031",,43,43,37,0,0,0,0,6,0
"G53032","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53032",,,,,"ZCTA5 53032",,4757,4757,4579,14,6,30,0,70,58
"G53033","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53033",,,,,"ZCTA5 53033",,4885,4885,4705,41,14,59,3,27,36
"G53034","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53034",,,,,"ZCTA5 53034",,1811,1811,1771,6,13,8,0,6,7
"G53035","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53035",,,,,"ZCTA5 53035",,2406,2406,2343,6,8,14,0,15,20
"G53036","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53036",,,,,"ZCTA5 53036",,2720,2720,2652,13,4,2,1,21,27
"G53037","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53037",,,,,"ZCTA5 53037",,9260,9260,8981,47,16,70,9,44,93
"G53038","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53038",,,,,"ZCTA5 53038",,4013,4013,3772,35,11,38,1,91,65
"G53039","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53039",,,,,"ZCTA5 53039",,4863,4863,4626,107,13,28,1,55,33
"G53040","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53040",,,,,"ZCTA5 53040",,8064,8064,7827,31,30,34,6,68,68
"G53042","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53042",,,,,"ZCTA5 53042",,6690,6690,6515,22,36,38,0,32,47
"G53044","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53044",,,,,"ZCTA5 53044",,2297,2297,2205,4,0,53,0,8,27
"G53045","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53045",,,,,"ZCTA5 53045",,21686,21686,19253,312,27,1727,9,88,270
"G53046","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53046",,,,,"ZCTA5 53046",,1107,1107,1049,11,7,5,0,19,16
"G53047","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53047",,,,,"ZCTA5 53047",,78,78,78,0,0,0,0,0,0
"G53048","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53048",,,,,"ZCTA5 53048",,3364,3364,3241,20,14,9,0,42,38
"G53049","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53049",,,,,"ZCTA5 53049",,2451,2451,2406,3,4,9,0,13,16
"G53050","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53050",,,,,"ZCTA5 53050",,6986,6986,6777,12,18,33,0,81,65
"G53051","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53051",,,,,"ZCTA5 53051",,35651,35651,32651,1062,76,1250,4,131,477
"G53057","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53057",,,,,"ZCTA5 53057",,1928,1928,1792,11,9,63,5,40,8
"G53058","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53058",,,,,"ZCTA5 53058",,3243,3243,3151,9,7,33,1,2,40
"G53059","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53059",,,,,"ZCTA5 53059",,1767,1767,1743,4,5,2,0,0,13
"G53061","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53061",,,,,"ZCTA5 53061",,5196,5196,5034,17,23,30,0,55,37
"G53063","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53063",,,,,"ZCTA5 53063",,1552,1552,1517,6,2,12,0,7,8
"G53065","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53065",,,,,"ZCTA5 53065",,2226,2226,2163,10,4,7,0,8,34
"G53066","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53066",,,,,"ZCTA5 53066",,33830,33830,32742,157,71,252,11,252,345
"G53069","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53069",,,,,"ZCTA5 53069",,697,697,678,2,0,4,0,3,10
"G53070","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53070",,,,,"ZCTA5 53070",,4713,4713,4520,29,11,47,5,65,36
"G53072","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53072",,,,,"ZCTA5 53072",,23907,23907,22467,232,76,713,9,136,274
"G53073","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53073",,,,,"ZCTA5 53073",,15757,15757,14693,609,80,102,10,97,166
"G53074","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53074",,,,,"ZCTA5 53074",,12880,12880,12273,176,55,101,4,95,176
"G53075","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53075",,,,,"ZCTA5 53075",,3345,3345,3214,15,11,17,0,68,20
"G53076","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53076",,,,,"ZCTA5 53076",,3648,3648,3525,36,14,51,0,7,15
"G53078","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53078",,,,,"ZCTA5 53078",,1912,1912,1888,2,1,11,0,3,7
"G53079","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53079",,,,,"ZCTA5 53079",,1413,1413,1383,2,4,4,0,11,9
"G53080","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53080",,,,,"ZCTA5 53080",,5715,5715,5537,30,27,20,1,26,74
"G53081","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53081",,,,,"ZCTA5 53081",,43129,43129,35639,803,204,3807,12,1597,1067
"G53083","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53083",,,,,"ZCTA5 53083",,20362,20362,18483,148,62,1078,0,273,318
"G53085","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53085",,,,,"ZCTA5 53085",,11267,11267,10821,47,34,120,4,105,136
"G53086","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53086",,,,,"ZCTA5 53086",,8255,8255,8037,36,18,69,3,21,71
"G53088","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53088",,,,,"ZCTA5 53088",,379,379,378,0,1,0,0,0,0
"G53089","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53089",,,,,"ZCTA5 53089",,18568,18568,17856,117,62,282,9,61,181
"G53090","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53090",,,,,"ZCTA5 53090",,21873,21873,20919,171,75,151,3,246,308
"G53091","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53091",,,,,"ZCTA5 53091",,2018,2018,1971,9,9,8,0,10,11
"G53092","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53092",,,,,"ZCTA5 53092",,20024,20024,18524,487,36,618,6,67,286
"G53093","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53093",,,,,"ZCTA5 53093",,1981,1981,1902,13,7,13,0,22,24
"G53094","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53094",,,,,"ZCTA5 53094",,19169,19169,17984,183,49,148,7,532,266
"G53095","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53095",,,,,"ZCTA5 53095",,27139,27139,26037,208,98,189,3,226,378
"G53097","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53097",,,,,"ZCTA5 53097",,6319,6319,5745,210,8,273,1,20,62
"G53098","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53098",,,,,"ZCTA5 53098",,11965,11965,11543,48,26,68,6,144,130
"G53103","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53103",,,,,"ZCTA5 53103",,3724,3724,3645,6,11,15,1,14,32
"G53104","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53104",,,,,"ZCTA5 53104",,5426,5426,5175,60,16,38,1,66,70
"G53105","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53105",,,,,"ZCTA5 53105",,29225,29225,27815,203,98,205,2,541,361
"G53108","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53108",,,,,"ZCTA5 53108",,3329,3329,3145,39,22,45,0,39,39
"G53110","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53110",,,,,"ZCTA5 53110",,18320,18320,16249,491,161,254,6,671,488
"G53114","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53114",,,,,"ZCTA5 53114",,2678,2678,2401,16,9,12,0,190,50
"G53115","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53115",,,,,"ZCTA5 53115",,15788,15788,13665,182,82,117,6,1415,321
"G53118","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53118",,,,,"ZCTA5 53118",,7202,7202,6991,50,47,45,1,12,56
"G53119","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53119",,,,,"ZCTA5 53119",,5608,5608,5496,14,15,30,1,29,23
"G53120","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53120",,,,,"ZCTA5 53120",,9679,9679,9382,36,34,45,7,63,112
"G53121","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53121",,,,,"ZCTA5 53121",,19045,19045,17845,158,44,112,2,620,264
"G53122","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53122",,,,,"ZCTA5 53122",,5985,5985,5710,40,7,147,4,18,59
"G53125","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53125",,,,,"ZCTA5 53125",,1895,1895,1854,0,1,14,0,18,8
"G53126","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53126",,,,,"ZCTA5 53126",,6431,6431,6112,61,28,84,0,67,79
"G53128","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53128",,,,,"ZCTA5 53128",,8947,8947,8520,38,27,39,0,202,121
"G53129","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53129",,,,,"ZCTA5 53129",,13973,13973,12970,170,57,430,2,120,224
"G53130","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53130",,,,,"ZCTA5 53130",,7755,7755,7344,75,39,135,1,66,95
"G53132","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53132",,,,,"ZCTA5 53132",,34863,34863,30363,1711,121,1865,8,258,537
"G53137","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53137",,,,,"ZCTA5 53137",,1702,1702,1641,7,14,7,0,11,22
"G53139","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53139",,,,,"ZCTA5 53139",,2802,2802,2708,14,13,18,0,29,20
"G53140","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53140",,,,,"ZCTA5 53140",,30017,30017,22564,3442,196,244,13,2375,1183
"G53142","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53142",,,,,"ZCTA5 53142",,32375,32375,27739,1586,101,947,18,1116,868
"G53143","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53143",,,,,"ZCTA5 53143",,23264,23264,17744,2567,131,172,24,1590,1036
"G53144","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53144",,,,,"ZCTA5 53144",,27256,27256,20769,2803,203,527,13,1988,953
"G53146","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53146",,,,,"ZCTA5 53146",,7458,7458,7133,35,25,135,2,47,81
"G53147","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53147",,,,,"ZCTA5 53147",,16457,16457,14901,87,43,204,10,974,238
"G53149","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53149",,,,,"ZCTA5 53149",,19057,19057,18502,88,46,135,7,66,213
"G53150","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53150",,,,,"ZCTA5 53150",,24850,24850,24153,67,42,216,9,111,252
"G53151","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53151",,,,,"ZCTA5 53151",,31987,31987,29716,256,93,1357,8,182,375
"G53153","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53153",,,,,"ZCTA5 53153",,2328,2328,2284,8,10,3,0,11,12
"G53154","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53154",,,,,"ZCTA5 53154",,34451,34451,30222,958,247,1553,17,720,734
"G53156","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53156",,,,,"ZCTA5 53156",,2992,2992,2837,16,15,11,0,90,23
"G53158","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53158",,,,,"ZCTA5 53158",,15917,15917,14433,423,57,301,9,381,313
"G53167","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53167",,,,,"ZCTA5 53167",,399,399,390,0,0,4,0,3,2
"G53168","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53168",,,,,"ZCTA5 53168",,8643,8643,8315,35,37,37,3,103,113
"G53170","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53170",,,,,"ZCTA5 53170",,2380,2380,2286,13,6,2,2,34,37
"G53172","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53172",,,,,"ZCTA5 53172",,21156,21156,19389,432,174,233,2,453,473
"G53177","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53177",,,,,"ZCTA5 53177",,8329,8329,6825,1096,49,83,3,107,166
"G53178","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53178",,,,,"ZCTA5 53178",,2626,2626,2567,7,8,7,0,11,26
"G53179","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53179",,,,,"ZCTA5 53179",,6310,6310,6036,37,23,36,2,102,74
"G53181","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53181",,,,,"ZCTA5 53181",,7357,7357,7105,42,17,31,4,87,71
"G53182","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53182",,,,,"ZCTA5 53182",,9412,9412,8986,175,47,52,1,47,104
"G53183","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53183",,,,,"ZCTA5 53183",,2815,2815,2762,8,6,14,3,4,18
"G53184","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53184",,,,,"ZCTA5 53184",,4271,4271,3882,27,3,22,5,285,47
"G53185","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53185",,,,,"ZCTA5 53185",,18551,18551,18045,62,48,110,12,94,180
"G53186","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53186",,,,,"ZCTA5 53186",,33592,33592,29855,672,120,1200,8,1078,659
"G53188","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53188",,,,,"ZCTA5 53188",,35195,35195,31726,700,111,1010,17,1028,603
"G53189","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53189",,,,,"ZCTA5 53189",,26228,26228,24091,422,85,678,7,521,424
"G53190","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53190",,,,,"ZCTA5 53190",,19200,19200,17264,516,45,299,10,754,312
"G53191","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53191",,,,,"ZCTA5 53191",,2842,2842,2676,19,7,24,3,87,26
"G53192","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53192",,,,,"ZCTA5 53192",,217,217,208,1,8,0,0,0,0
"G53195","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53195",,,,,"ZCTA5 53195",,114,114,106,0,1,1,0,5,1
"G53202","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53202",,,,,"ZCTA5 53202",,23386,23386,19624,1735,94,1158,15,265,495
"G53203","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53203",,,,,"ZCTA5 53203",,938,938,691,144,11,29,5,17,41
"G53204","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53204",,,,,"ZCTA5 53204",,42355,42355,19685,5035,695,822,31,14000,2087
"G53205","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53205",,,,,"ZCTA5 53205",,10050,10050,449,8561,31,561,0,212,236
"G53206","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53206",,,,,"ZCTA5 53206",,28210,28210,448,26815,82,122,7,178,558
"G53207","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53207",,,,,"ZCTA5 53207",,35149,35149,30232,939,427,518,29,1773,1231
"G53208","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53208",,,,,"ZCTA5 53208",,31133,31133,9897,16057,221,2918,7,850,1183
"G53209","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53209",,,,,"ZCTA5 53209",,46917,46917,11818,32682,165,546,16,452,1238
"G53210","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53210",,,,,"ZCTA5 53210",,28126,28126,5274,21106,131,459,7,350,799
"G53211","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53211",,,,,"ZCTA5 53211",,35406,35406,31772,1007,87,1506,10,265,759
"G53212","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53212",,,,,"ZCTA5 53212",,30416,30416,10911,16724,195,279,4,1136,1167
"G53213","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53213",,,,,"ZCTA5 53213",,26020,26020,23439,1067,88,600,9,194,623
"G53214","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53214",,,,,"ZCTA5 53214",,34725,34725,28951,1731,410,624,8,1707,1294
"G53215","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53215",,,,,"ZCTA5 53215",,60953,60953,32636,3991,1106,1642,16,18500,3062
"G53216","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53216",,,,,"ZCTA5 53216",,32264,32264,4180,26334,84,447,1,316,902
"G53217","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53217",,,,,"ZCTA5 53217",,29192,29192,26072,1174,53,1193,8,160,532
"G53218","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53218",,,,,"ZCTA5 53218",,40625,40625,6382,28641,169,3745,15,496,1177
"G53219","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53219",,,,,"ZCTA5 53219",,33880,33880,29102,1162,362,585,9,1672,988
"G53220","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53220",,,,,"ZCTA5 53220",,26303,26303,22906,754,253,806,11,840,733
"G53221","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53221",,,,,"ZCTA5 53221",,37701,37701,30064,1433,365,2010,21,2496,1312
"G53222","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53222",,,,,"ZCTA5 53222",,25165,25165,17649,5571,126,744,15,270,790
"G53223","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53223",,,,,"ZCTA5 53223",,29230,29230,11888,14190,123,1697,11,340,981
"G53224","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53224",,,,,"ZCTA5 53224",,21284,21284,6657,12012,99,985,12,772,747
"G53225","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53225",,,,,"ZCTA5 53225",,25706,25706,9382,13559,125,1210,13,329,1088
"G53226","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53226",,,,,"ZCTA5 53226",,18370,18370,16511,606,65,597,20,182,389
"G53227","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53227",,,,,"ZCTA5 53227",,23357,23357,20644,796,177,708,14,495,523
"G53228","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53228",,,,,"ZCTA5 53228",,14369,14369,13178,242,98,355,2,233,261
"G53233","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53233",,,,,"ZCTA5 53233",,16453,16453,9299,5478,76,887,10,392,311
"G53235","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53235",,,,,"ZCTA5 53235",,9270,9270,8249,248,89,199,1,250,234
"G53295","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53295",,,,,"ZCTA5 53295",,359,359,220,133,2,2,0,1,1
"G53402","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53402",,,,,"ZCTA5 53402",,33174,33174,27559,2807,93,480,1,1332,902
"G53403","2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53403",,,,,"ZCTA5 53403",,27432,27432,15148,7273,110,249,16,3585,1051
